id,mode,scene,hierarchy,source_sha256,source_utf16_length,translation,review_status
collectible_meta_08_inGameName,exact,*,*,4d15cb66cd28bcf41259642efcbaf8146f727d3828c8229787588ea6844b87ef,24,某本怪物图鉴的残页,approved
dialogue_map6_0007,exact,*,*,ef8df6ffa671d4c4fb2cb9ca657bb09f26bef1118e79b06fe752cda9b875ec0e,107,也许我该害怕带你穿过这片森林，免得你又把我们领进另一个陌生人的陷阱！,approved
level_12_flavorText,exact,*,*,7851d30e5ce3843ee0996f4ba9e8db3c48a44b193c4213da443dbe982be5d78b,32,准备好被杜威‘死’化吧。,approved
il_74a1649c717b7cf7,exact,*,*,8b5d19f738c01b1d78de25e8100531e27890cbcff0906bead89c160d6aa01efe,36,RES 用于降低魔法伤害。,approved
level_03_levelName,exact,*,*,b746b1d18db384b2d7edc4652cdb04a97685a3306081cd06381a97c33a1cf351,18,阅读脚注,approved
level_08_levelName,exact,*,*,108a9f2c35b06cfb0c7cf0b00b211bbbb0cb6f0946e5aa3e6944043ea577ed8c,15,彩虹阅读,approved
dialogue_map0_0012,exact,*,*,14792e05123442262c78d1d528160004eb7c71fd87a8fab51141610f1114eb1c,55,真的吗？好啊，那可帮大忙了。我们从哪儿开始？,approved
dialogue_map8_0020,exact,*,*,d87aea5dfdb8368d1c705a7193e1a5d5aa9fb12f86cce5a8964c0be47bcc79c8,8,真的？！,approved
level_10_levelName,exact,*,*,2c6d726665c9b64e4f85624e31e301121cf36a5d9c3522f2f68220e47917aab6,13,罗塞塔闪耀,approved
level_13_flavorText,exact,*,*,24b52c20cd3c518653652f0f93aba3a94abe6b7f1d6387ec8cc22a148d6c9cb6,30,穿过森林，快跑！快跑！,approved
il_656d49ec603bdf97,exact,*,*,1ada1bba4e4c318c84c17e202dc6db09ec992e816447fec95d12fa4dcbdcfcfc,30,使用技能会消耗 SP。,approved
dialogue_map3_0034,exact,*,*,c595c5bea6f997076955508ee76246e26432f570cdbdb6dcce7a652af34f361c,5,恶心。,approved
term_Sigil,exact,*,*,2dadf0e96594ba872327cd8cb48e45e471dcef191fd36a8dfeef398f094a2f93,5,符印,approved
dialogue_map7_0007,exact,*,*,3c99c09c2d29767f6d1fbd50c482f0e76df311437aa111ab083e99b4cae45781,167,我没有可以行走的手段，就无法离开，只能住在这里。尽管情况如此，这里的气候舒适宜人，也很安静。,approved
dialogue_map0_0017,exact,*,*,ad80a8aff5b0f6ac22a0eaded53629a79899da5b6fa68b74063dc4894a7cad44,95,那图书馆其他地方也该一样，正门那边也有这些东西。,approved
dialogue_map1_0004,exact,*,*,d9633706fc421df28b0d7fb7ff6e3adae5504dd952f81f926939fccfd1e20b5d,38,所以你能绕过符印。,approved
collectible_meta_15_shortName,exact,*,*,0e9a7dcd73f3078d683a8a5a41f1c1761e4bd11ae533fe034b883581cf16bdc5,15,某人的记录,approved
collectible_meta_15_inGameName,exact,*,*,cc26e585578437b1e1a3a1b9677485732a014765bb3fade3e1ca6192e6cecac6,28,羊皮纸上某人的记录,approved
level_01_flavorText,exact,*,*,2c8896f8fc216e7d06b4e10dbd117485358e66317503ebe3978f0892398415e1,55,有些人施法时，跟不上自己的年级。,approved
dialogue_map0_0014,exact,*,*,0b323a2405a94c055e491d64222b12023b68f6df19b53186fca229e5933036cf,101,有时候，花点时间看看周围的东西怎么动，反而是最好的选择！（按 SPACE 可以原地等待。）,approved
dialogue_map6_0010,exact,*,*,807b4931287900385b05f675e0b229b47e67ad247b2cd0c5338dcaca45462a01,75,别拿这些胡闹浪费时间，赶紧走到房间尽头。,approved
collectible_meta_09_inGameName,exact,*,*,c50602ea1f041f0dde54b6b04229a9ffb0328355d65acfe31a5f62489023d4fe,12,奇怪的诗,approved
level_05_levelName,exact,*,*,4e9619dd78b8a3e31d97df15ec4ec0ec6e8480943cd111a7b6b4ecc389f1d049,16,闪亮预览,approved
dialogue_map2_0012,exact,*,*,cbf25b5c5d7681534f7e53d89ca2f2ae5946650f0c0a26034b7e052df267fd00,105,拿着这个，继续沿着符印走。找到我，我就赐给你一件力量深不可测的魔法神器。,approved
dialogue_map2_0008,exact,*,*,25e6a1a26fb76c3204f0709afae8f53fd6b8e2de4676726302886a40fef4b45e,31,谢谢！可我看不见你。,approved
dialogue_map3_0014,exact,*,*,abb7c7bb6a884a25d973fa6a9335a435ccb24c8c513ba895f57960c5dc92a38e,16,正是。,approved
dialogue_map11_0014,exact,*,*,1f930fd16c343056a405422c7df12845114de7ca6852d4bc1a872b882ec2cec7,122,你那只宠物小面条说得对。你真的很笨，蒂尔德，而且你根本不知道接下来会面对什么。,approved
dialogue_map1_0015,exact,*,*,26dcc0d8f55f33d14df92d66fbb222b24cc2c60a787c209ad2b29e983b05df22,114,那点小文具帮不了你，别想着和任何东西打架。要是最后成了啮齿动物的口粮，我可救不了你。,approved
dialogue_map1_0007,exact,*,*,a5c3d9f3adeaff75f02c6232ca3ec54beee388aaa21b56cb10f1a01f6b79c667,95,我就是为这个来的。我在找能帮我练习奥术的东西。,approved
dialogue_map5_0015,exact,*,*,ded7ea7e0430ee2dc5a3a2c752ae016e8fe3f68fb19ccdf786e140e45d3ccc1e,246,大多数施法者都会这样。听着，你是为了学习魔法才闯进这本书的，对吧？那就让我教你。这颗水晶不会以你无法预料的方式伤害你。随着时间和练习，你的身体会适应它。,approved
level_00_levelName,exact,*,*,ac1eb7f9a60de4f21ebbb5711e6f5152db08e742673d286cacb83a7ac96be935,21,禁书区,approved
il_8caea985bff25d40,exact,*,*,612a652a14286110a7ca85954239bc281ae3515ffb3b5a831c083222edc8f9f4,35,从职业学到的被动技能。,approved
il_61e73aaf5ace1c71,exact,*,*,928783a7fb962f574d3f374e1094add72b61bca1212f64f69b30269c3c62e4bf,51,与装备饰品绑定的被动技能。,approved
level_06_flavorText,exact,*,*,81302f79aa5ad2db9eb6b124bed3fda9a2622ec52a5d9e6d1d2c64e27876ef8a,26,选择的特权……,approved
dialogue_map10_0003,exact,*,*,7b36c15b52d2aa70f650a30570c00c3f9fba78f5ae7d02db9b8624a2e81a44b5,90,他们叫伊克斯，是个骗我传送进这本书的小坏蛋！,approved
dialogue_map8_0021,exact,*,*,18e2afce65c8ff2bb3616445e1973da986b48f90b45f44cfac503a715f5e388e,48,那就别浪费时间了，带路，蒂尔德！,approved
dialogue_map4_0017,exact,*,*,c3adc8256f7e6e01c1da931b24bcb1355c8a3a0c63b7b5e511be838444e97433,205,我在学校图书馆发现了一本被锁链缠住的书。它说只要解开锁链，我就能学到帮助魔法的东西。所以我照做了，然后就到了这里。,approved
dialogue_map5_0002,exact,*,*,54d54b413791769932b1fce9f8d16ade39c2705150debe0ee08fdd035fa37763,107,到处都是墨水怪，我几乎看不见地面。有什么能帮帮我们吗？,approved
dialogue_map9_0012,exact,*,*,494fec582ddf775aa043945077f4b20fa4d98e202fa322e2ad75a0ccdf41b9c0,179,他们还有一扇带铁丝网的大门，用来挡住闯入者。有一次日落时下着大雨，我差点撞上去。‘疏忽’是什么意思？,approved
dialogue_map10_0005,exact,*,*,315eaa3568cf3bc23c29ddde2717ae0dfc249002f724bc9067ee9bc44c1f15e1,93,他们和这本书熟悉到能绕过锁链进入其中……,approved
dialogue_map8_0012,exact,*,*,82a4ce5ca64d32ea96503db7db16483d074427c5fe8cfc99f24bfa90db6d301d,68,他们进遗迹了！回来告诉我到底怎么回事！,approved
dialogue_map6_0002,exact,*,*,2de5b6ca868f18ef60ccb1397abe332834e3d7cb69b0f6ab959c1b5468114070,100,等孩子们从天花板掉下来这套流程，再荒唐也不会让我习惯。,approved
dialogue_map7_0002,exact,*,*,310b6e62c3d72b866608ae77f197b9d9f524f636a473e22b72fd5a34bf5d5c29,49,这片森林好诡异……你为什么住在这里？,approved
dialogue_map0_0004,exact,*,*,00b1293ac9b5bbbb0de99f594ecdff96a809433e9e6fc4c91218966ea375b84a,34,就是这里！禁书区！,approved
dialogue_map4_0015,exact,*,*,da06ef81b9249e701937734764b58ad276b6c4927bca372ca3ff8f7ed644e3ec,80,这个地方没有名字。对住在这里的人来说，它只是一片森林。,approved
dialogue_map9_0003,exact,*,*,025b72c17f89fedb912c183b581d386f3168dde754813b9beb2e4ff8f55781ad,81,这个地方很熟悉……但我想不起有什么重要之处。,approved
dialogue_map1_0011,exact,*,*,ab41f8860d09d87c189cdf285f2d5f236ebdf8026e364faedd02ee4121a871cf,152,不过那都是他们的办法。这次我要自己解决。我也不知道一定能不能成功，但总比什么都不做强。,approved
term_Tilde,exact,*,*,66042131f7b533a3f86e55461a70fa04b6fd2aecd8fec78fdcba76bd18b18fdf,5,蒂尔德,approved
dialogue_map7_0006,exact,*,*,aeef2537b30dc9dc7bf628b49781b707231a76463e1eace848aa8d007056869b,19,蒂尔德，我没有腿。,approved
dialogue_map10_0002,exact,*,*,66803b3644f22685f49055066558868f0a78676121e459f8811376f2b7fc8b78,86,蒂尔德，你能不能解释一下，我们在这些神殿里追的‘这只猫头鹰’到底是谁？,approved
dialogue_map11_0042,exact,*,*,46a54463a561ce9cce93a37de3242589b559cec054f858844d3f956c666c8317,57,蒂尔德，现在绝对不是开玩笑的时候，我们得走！马上！,approved
dialogue_map8_0013,exact,*,*,d7b7f4de2acee86c96f3a8e2eadb59443f9640efa90eb94162ce316f18d3ecff,12,蒂尔德，等等！,approved
dialogue_map11_0012,exact,*,*,62ccad0369ce78f276f59ed8bb0d9871bcdedefd9922bc716bdaeac804eb89f7,81,蒂尔德，你根本不明白我们面对的威胁。我们得撤退，立刻！,approved
dialogue_map11_0013,exact,*,*,39034a55cc9f667b18bcaf746fea50f319a8f40499ac7ea4653c748c75a8216d,9,太晚了！,approved
dialogue_map6_0008,exact,*,*,70fd7b9b04fce01ed646336dca81cd723837a72054b82d85059293c23c2eb9b2,159,呃啊！这里糟透了。我居然为了什么都没得到，闯进这座蠢图书馆，现在还要困死在这本孤零零的书里，被你骂！,approved
dialogue_map11_0009,exact,*,*,3d35ccb939bd7ff1c6bd76b0b0c3b3a8ae2b8a4bd181c7d5c9f85c386c8640ee,157,唉……韦兹古斯，你教这些孩子礼貌时越来越偷懒了。连<i>你好</i>和<i>谢谢</i>都没有……你们两个都让我失望。,approved
dialogue_map0_0010,exact,*,*,25b5a814721d642b8e70da161fdb968ea686bcf923e50efa5b89841f37d777c7,79,呃，你好。我是蒂尔德。就找点东西，马上就走。,approved
dialogue_map4_0014,exact,*,*,a0c7e487639aa823928f22cbbdd0a3f44edbd8516f6813a7033e4c783469165f,46,呃……你好，我是蒂尔德。你知道我们在哪儿吗？,approved
dialogue_map3_0020,exact,*,*,a4ee982d40e176b6a76b5bef74c1fd204bccb1de5944546dbe88b4501c75a618,52,解开锁链，我就能给你所需之物。,approved
dialogue_map3_0035,exact,*,*,34621f0d50c83c4de241348b5c775b75e0ba31c149df2d2b6ac0decc370fccfb,5,等等！,approved
dialogue_map6_0005,exact,*,*,3674b06ce5b570583c308ff73cd575c79dc9a55965e85b742eaeeb4b3ca8c67d,152,等等！也许我没猜错，你就是想绑架我。或者把我引到某处，再害死我！你魔法这么好，就是因为你吃小孩！,approved
dialogue_map8_0018,exact,*,*,3e5729ef8b76ccc53bbb1d399bb94bd11868ff42298a4eab83c32fa002f0af68,34,等等！蒂尔德，你在追什么？,approved
dialogue_map8_0011,exact,*,*,58a7401bd9c755d014bdbd7e14d8d012bb08d03ce40bb5a5a8c720f363a862ef,26,等等！你要去哪儿？,approved
dialogue_map8_0005,exact,*,*,1a1a1ac739ef999fa2304bbd20b53c74971e413aa5ab4fc4081a4b4eafb1f084,7,等等……,approved
level_06_levelName,exact,*,*,9cac763a21d4621275d2c20aeb2ac642d5f31679458effea4c379fa6071e4729,12,文字之墙,approved
dialogue_map11_0041,exact,*,*,2a579daa520b1cff63d2d115fd423c8e17d34a284bade31e2ea49dc62216a87f,28,韦兹，我赌它会出布。,approved
term_Wayzgoose,exact,*,*,14212a68f293e56f29fd40323961f14faf03e725b74af62ade13dc3559c8fc00,9,韦兹古斯,approved
level_08_flavorText,exact,*,*,b9f92881c7e34ecb9b635937dda063a1193ceaf9613deba41989b32829329fb8,63,我们把关卡加高了一倍。看看吧，就在书里。,approved
il_48afe741074f0ee5,exact,*,*,dd95306d676133152e9b9d9193513e64cfcc9b417640fde0282bae2cc2092342,67,武器会提升 ATK/AER/ACC/AVO/CRIT，并可能拥有主动技能。,approved
dialogue_map0_0009,exact,*,*,07523592e34c7cd3040e26abcc0edef939ee742943986e2bf83a132375b01244,84,欢迎来到 ARCHMAGE 图书馆的<i>禁书区</i>！你可以叫我伊克斯。,approved
dialogue_map6_0004,exact,*,*,808e9788127c30263331ffeac23d024e7244d918f45fb889836099abc0f4281f,120,我又不知道会发生这些！就算知道这本书里是一片森林，我也还是会闯进来。,approved
dialogue_map7_0010,exact,*,*,fc600d29f6b3033166ed5d6bcdfedb8e111b515adb5638b4f9683cb7e5b86c63,170,我才不想待在这里。我可不能像你一样睡鸟窝，也没有露营用品，更没东西在我睡觉时赶走怪物。,approved
dialogue_map0_0011,exact,*,*,0f9594de9df72c9f0e3d7eaaeb8295e6804fe9b814b3456d621e42bfbdc92b1b,76,我在这里待了一阵子了。你是新来的，我应该能帮上忙。,approved
dialogue_map5_0007,exact,*,*,549b528acce8c129bdf38ae6dec8d0b42ad4d5a950bfea9e1e3c7dca7bb5a1f2,88,别在黑暗里干等着胡思乱想了。拿起水晶，我给你示范。,approved
dialogue_map10_0007,exact,*,*,a6d5619ca57a7ebe368878b9b2db7a8b4bb6e963f655800053a095b969439bff,27,他们危险吗？,approved
dialogue_map5_0017,exact,*,*,4e52a7135f5df0185e939939506e1174b16cb952c441996869ed117a37849824,58,什、别直视它，会灼伤你的视网膜！,approved
level_00_flavorText,exact,*,*,4060a680af226425fd931357e5e7e7e859b3511dd7a7f5cd621b9de0fa55c915,42,你在做什么？你不该来这里。,approved
dialogue_map9_0008,exact,*,*,052717e7cab1857b5a2e0101e09c406834b6311283a9b1e8218d0ebe58aa1184,34,蒂尔德，你的父母是什么样的人？,approved
dialogue_map1_0018,exact,*,*,34beeb106c9239947378cb44dcbbaff4b8b92f557c04fc4da15caad80f63caea,70,图书馆里到底有什么东西，是一支笔防不住的？,approved
dialogue_map4_0024,exact,*,*,0e004452ccc310386e6f339f79ab3e75a8adf0fdcc5b732501be3276c4ec7942,30,什么！我被绑架了吗！？,approved
dialogue_map4_0011,exact,*,*,79b00cd256156e7d22af8b3ca740495d5917f18cd7ea8aac05845cda8404d508,25,笼子里是什么？,approved
dialogue_map5_0006,exact,*,*,8af9b79797ff0a87bf091246468aeeebb9e7c94bedd4178a6b71b55ffb0f4590,46,什么？你要怎么用我的手做到？,approved
dialogue_map0_0007,exact,*,*,f74fe0f45863637454fad51a2695bc4b5bc9f0534baca3294e638aff5c983608,18,什么？谁在那里？,approved
dialogue_map8_0014,exact,*,*,f6986abadeafbecc8ddf5677be086a7e703c282c827512de7ca9fbdbd11026fc,25,什么？！怎么了？,approved
dialogue_map6_0011,exact,*,*,4fb811fdb4eaed25e1d0037e49036e4dedf15814383277ce6c2fd70ef9d43c0c,15,随便你，虫子！,approved
dialogue_map10_0004,exact,*,*,16d1e6d7f2ef34866d36ff75286b34038b454265b17df528caac65e85e0c0ac9,212,我在图书馆那间封着锁链的屋子里时，没觉得他们藏在那里。没有脚印，什么都没有。而且他们既然能进这本书，就说明书和伊克斯是朋友！,approved
il_f66affb72af23ddc,exact,*,*,2e44255d1e61c38c898a1238a8f70930741693158607f2713b47717d4c50e3f4,41,单位获得 100 点经验值后会升级。,approved
il_58beb5f92007f2b1,exact,*,*,8a50f0307ce3bd6513dffa6ccda0815987375dc1a9e84f5c74e15ccf5b8b7130,43,单位 HP 降至 0 时就会被击败。,approved
dialogue_map2_0006,exact,*,*,0e1291601eb690ed2283c7e6ed9c847e4780f68aa256684019282b122eae837a,37,我现在在哪儿？什么都看不见。,approved
dialogue_map9_0002,exact,*,*,6e9f7fe4b8f7fffdb4aabe848a72e679a68f6a19c85618979fae2f24beb2c04a,90,伊克斯去哪儿了？韦兹，你在这里待了很久，对吧？知道他们可能躲哪儿吗？,approved
dialogue_map4_0007,exact,*,*,84b61b9d9ac500b65d2c9c60254b9bfa8b96f6ae0a20cd5430f2db0c9a896b9c,20,那本书呢？,approved
dialogue_map3_0008,exact,*,*,f2aac5da8cebc2af8f8c644c415b03aade4f1c392688f69a0cc6b8923362e979,6,哇！,approved
dialogue_map5_0012,exact,*,*,8b9ff239035fc8c522eb44ca41000d73ac2ad58dee2fa2e33f4ee10e65767f37,63,哇！我以前从来做不到！太厉害了！,approved
dialogue_map1_0020,exact,*,*,45889cb52e79a80fb9915fa4a7929cdec91aad20322ea0687503900b93b2b6df,19,哇！那是什么？,approved
dialogue_map4_0006,exact,*,*,0e7a59223d5281ebf05a284087adc9365ac589559ceffe52f24304e8d4febb16,43,哇……我在哪儿？我昏过去多久了？,approved
dialogue_map4_0004,exact,*,*,4b0c40bd00c00e70e014c2e3335dbd98df1abae1e91215d8e632f1be3b5b7008,12,太棒了……,approved
level_04_levelName,exact,*,*,99e7102057d88bf3f90b528635babff31c18e56da2e5d033fe6de5bd1f0b5a4e,23,你还会爱我吗,approved
level_11_levelName,exact,*,*,757d982e3bebb6a62a5d94cb407e0a69404aefe8945b18eb05cfa90e2114c906,14,作家的瓶颈,approved
dialogue_map11_0011,exact,*,*,05a7b29f6b0f37aae868427a7da9717262dd7e5cf74e42762eb59793f86ec890,49,对啊！现在能教我怎么施放爆炸术了吗？,approved
dialogue_map1_0005,exact,*,*,ca173ce77a57acc1da679025a3ce815b64b55f0cbdda397a044570d95f385f64,45,嗯，幸好它们不需要魔法也能运作。,approved
dialogue_map4_0027,exact,*,*,ad5c1042f3a5805238564a4aa07b925c8e0f659ac268e065995937573352639d,17,好吧，行。给你。,approved
dialogue_map2_0013,exact,*,*,c91435aaa41a3670cd2d19771fff74622538ecf6a6f584fb724040d4761bb9eb,33,好耶！是什么神器？,approved
dialogue_map4_0025,exact,*,*,ec43c1658465c74631fbd9d23a946e549cb82d50b4445c127ecc9c525c20d890,76,你没有被绑架，只是被困在你解开封印的书里。,approved
dialogue_map3_0015,exact,*,*,5f488e930199ec886c4eef199f3cb19dbd95ec0742cf8b182375a50614855aaf,61,你来这里是为了寻求某样东西，对吧？力量？知识？魔法？,approved
dialogue_map7_0004,exact,*,*,28c09ed28358ffde626f9bd1b902d56108a3e618225ed7310c34604a1bccb3e1,28,你就不能自己走开吗？,approved
dialogue_map4_0019,exact,*,*,fbf7235841ab72a7f24518c18e190db33e9db802380f7e9b1be5cbe2978f9e15,128,你听了陌生人的要求，解开了束缚它的枷锁；就你所知，那些枷锁可能正是防止它伤害别人的东西。,approved
dialogue_map11_0040,exact,*,*,eb589158dcf1e5c0ddcdba40ba9ba38a7284e3b4712e80d53f0d5503a797564e,65,你知道吗，我在剪刀石头布里肯定能赢过它！,approved
level_09_flavorText,exact,*,*,ff691f1480a033f952d64eb70f82adc26f12069e29735b898f7b57f61eb86636,54,就是那些你现在应该已经找到的笔记。,approved
dialogue_map4_0023,exact,*,*,eaa738b0bbf68e0289c4ae1d2b0e770df9f8f31a3d4b703f4dcfc532c8070725,23,你被骗了，蒂尔德。,approved
term_aether / ether,exact,*,*,b539d75c9914e6ed5a37d86bed327914eaa482b4980d5bbc981bd6c4112c47db,14,以太（aether/ether）,approved
collectible_meta_00_inGameOrigin,exact,*,*,c72c387608a27cbbac13565b1ebc79c931e841eff2b8ebc89c639cdf7e006ae5,8,来自 0-1,approved
collectible_meta_01_inGameOrigin,exact,*,*,83f08b2eba258ce510b2246e46ae1a9e8b0e763450327af4e58f2b4738454633,8,来自 0-2,approved
collectible_meta_02_inGameOrigin,exact,*,*,25128dcdd65c309bc9343d75364c99c1454ed7669ab8acbf883565e101fd09d9,8,来自 0-3,approved
collectible_meta_04_inGameOrigin,exact,*,*,f2626e8815bd7386830a0d733f6208f8e037659643cbb2eab674ee6fd115b90d,8,来自 1-1,approved
collectible_meta_05_inGameOrigin,exact,*,*,d6ec9597947a5ef66aea02e207d626a5f787ae8a6acc22be976893d667bb78bd,8,来自 1-2,approved
collectible_meta_06_inGameOrigin,exact,*,*,2d8915a2bde6068ba687e78c561f5b4c18391035387a945943244931abe45dce,9,来自 1-3a,approved
collectible_meta_09_inGameOrigin,exact,*,*,f613b9c084c6d5a0d31969e5ec7f13e6582b82a93a313b5aeb95c59534e1935b,9,来自 1-3b,approved
collectible_meta_10_inGameOrigin,exact,*,*,31a7ac18946e9c1008147acf130353ba6c969e9eaba8b4ac318373ed8044f180,8,来自 1-4,approved
collectible_meta_11_inGameOrigin,exact,*,*,2e4e68f8b396a1bc9b01bff265e832111d222a63c49abe1838d3d0c10ca515c4,9,来自 1-5a,approved
collectible_meta_12_inGameOrigin,exact,*,*,d2cf478c8329ae11975c127e3b5af53253329aee37a3322920c9ab155c13766d,9,来自 1-5b,approved
collectible_meta_13_inGameOrigin,exact,*,*,50801e1876bffd573a867eb695f4a6e3cdcd1273508c8671deba26215a48499f,9,来自 1-6a,approved
collectible_meta_15_inGameOrigin,exact,*,*,17ce096eee05485d6cf1b29ce5e04421dbac2f808e611939b36486163edee99f,9,来自 1-6b,approved
collectible_meta_16_inGameOrigin,exact,*,*,a737a648c6d0ff865ae9dc1b708d0fc0b82df2ecb62631868ea56962bc6ebdab,8,来自 1-7,approved
il_7a53259808e1c402,exact,*,*,42b639cf0fe48e6eeefe10bebb49a3e669aa1e3d7d737b50bcd5cc3921cc4477,8,来自？？？,approved
dialogue_map2_0002,exact,*,*,8d29cd9cd1ed5e70b65f7b8cc5269e6063b19239be454d86f8c9a51b00dda9f5,35,呃……哈哈，对！太酷了！,approved
serialized_e3d30cd260b7315e,exact,*,DebugUIBitField/Content/DebugUI Toggle 0/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_859f4a5e8c24b650,exact,*,DebugUIBitField/Content/DebugUI Toggle 1/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_a7dd6ca74c3a0cc4,exact,*,DebugUIBitField/Content/DebugUI Toggle 10/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_6f5277644d9959f9,exact,*,DebugUIBitField/Content/DebugUI Toggle 11/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_0ee3a06653231732,exact,*,DebugUIBitField/Content/DebugUI Toggle 12/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_1d40a45a19fde1ec,exact,*,DebugUIBitField/Content/DebugUI Toggle 13/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_2b2755f409f934bb,exact,*,DebugUIBitField/Content/DebugUI Toggle 14/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_578f344d4282a7bf,exact,*,DebugUIBitField/Content/DebugUI Toggle 15/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_ddaa31f9e164dacb,exact,*,DebugUIBitField/Content/DebugUI Toggle 16/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_8e9ad0c5834f9b3c,exact,*,DebugUIBitField/Content/DebugUI Toggle 17/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_3857a94128b7d99c,exact,*,DebugUIBitField/Content/DebugUI Toggle 18/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_1c5fa2e8a3685355,exact,*,DebugUIBitField/Content/DebugUI Toggle 19/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_11e3f431e43ca041,exact,*,DebugUIBitField/Content/DebugUI Toggle 2/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_b4b411da19e75bbf,exact,*,DebugUIBitField/Content/DebugUI Toggle 20/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_ca6c7ebd13459962,exact,*,DebugUIBitField/Content/DebugUI Toggle 21/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_726810af2500e2df,exact,*,DebugUIBitField/Content/DebugUI Toggle 22/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_97d5331b4983bcb0,exact,*,DebugUIBitField/Content/DebugUI Toggle 23/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_a310546721ff98f1,exact,*,DebugUIBitField/Content/DebugUI Toggle 24/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_9832d32d1c3d613f,exact,*,DebugUIBitField/Content/DebugUI Toggle 25/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_2585481c165eba60,exact,*,DebugUIBitField/Content/DebugUI Toggle 26/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_a5908e617d93178e,exact,*,DebugUIBitField/Content/DebugUI Toggle 27/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_a7edcc80c09357f8,exact,*,DebugUIBitField/Content/DebugUI Toggle 28/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_c818438242576416,exact,*,DebugUIBitField/Content/DebugUI Toggle 29/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_0c63f32242626616,exact,*,DebugUIBitField/Content/DebugUI Toggle 3/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_b610808025b713f2,exact,*,DebugUIBitField/Content/DebugUI Toggle 30/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_fb02639a8bfb0048,exact,*,DebugUIBitField/Content/DebugUI Toggle 31/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_bbd89d72c5cd85ab,exact,*,DebugUIBitField/Content/DebugUI Toggle 4/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_031d81f3b601084b,exact,*,DebugUIBitField/Content/DebugUI Toggle 5/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
serialized_d6b22a3785884f26,exact,*,DebugUIBitField/Content/DebugUI Toggle 6/Text,f478f696a3f6cd9b1979515e7c0d95da503f346c7ba46ab1dc404f2d3f14b6e7,8,新文本,approved
