id	mode	scene	hierarchy	source_sha256	source_utf16_length	translation_base64
dialogue_map5_0013	exact	*	*	575198dc8478056adbfbae5be45b4ed473d8709d4c96a1d918d65c55d223757d	166	5ZWK77yM55So6L+Z56eN5pa55byP5pa95rOV77yM6K6p5oiR5oOz6LW35beF5bOw5pe25pyf5LqG44CC5LiN6L+H5YWI5LiT5b+D5a+5552A5rC05pm244CC6K6w5L2P5rOV5Yqb5rWB5Yqo55qE5oSf6KeJ44CC5rex5ZG85ZC477yM6ZuG5Lit57K+56We44CC
dialogue_map8_0011	exact	*	*	58a7401bd9c755d014bdbd7e14d8d012bb08d03ce40bb5a5a8c720f363a862ef	26	562J562J77yB5L2g6KaB5Y675ZOq5YS/77yf
collectible_meta_16_shortName	exact	*	*	591385c22869df94955d6b05668d0677de783c0f9e8d1e353fce811eeccaef0a	12	5pel6K6w6aG1IDk=
dialogue_map9_0005	exact	*	*	59db37d777aca3747ddfa0d06fcdeb0c21dcf9e34d65154d6a0ef33626eecf59	34	5ZOI5ZOI4oCm4oCm6L+Z56Gu5a6e5piv5LiA56eN6K+05rOV44CC
dialogue_map8_0015	exact	*	*	5c74d6158622259f929196d79b3d8db2b98c29e1f096e060226d4c82f916a292	158	5Zev4oCm4oCm5Zyw5p2/5LiK55qE6L+Z5Lqb56ym5Y2w4oCm4oCm5a6D5Lus5YOP5byA5YWz44CC6K+V552A5a+56YKj5Lqb5p6E6YCg5pa95pS+5YWJ77yM6L+Z5qC35bCW5Yi65bCx5Lya57yp5Zue5Zyw6Z2i44CC
il_8d42077ce6eb1d87	exact	*	*	5c90dc98e5513fff72817b4dbbc5bf329f192f0f8f1e73d6cbb1e783d4ac8059	18	6LCD6K+V5qih5byP5bey5YWz6Zet44CC
dialogue_map3_0015	exact	*	*	5f488e930199ec886c4eef199f3cb19dbd95ec0742cf8b182375a50614855aaf	61	5L2g5p2l6L+Z6YeM5piv5Li65LqG5a+75rGC5p+Q5qC35Lic6KW/77yM5a+55ZCn77yf5Yqb6YeP77yf55+l6K+G77yf6a2U5rOV77yf
dialogue_map1_0010	exact	*	*	60926f33d178057f521a1946816d043d25709b9dd546eb76865ee475dcd11da0	250	5bCx5piv6K+05oiR55qE6a2U5rOV5oqA6IO96JC95ZCO44CC5oiR5oCO5LmI6YO95L2/5LiN5Ye65p2l44CC54i45aaI5oqK5ZCE56eN6IO96K6p6a2U5Yqb5rWB5Yqo6LW35p2l55qE5Yqe5rOV6YO96K+V5Zyo5oiR6Lqr5LiK77ya5rK755aX44CB6I2v54mp44CBTWFnaUtvb21vbu+8jOWFqOmDveayoeeUqOOAguWFtuS7luenkeebruaIkeeahOaIkOe7qemDveS4jemUme+8jOWwseWPquacieaWveazleS4jeihjOOAgg==
il_8caea985bff25d40	exact	*	*	612a652a14286110a7ca85954239bc281ae3515ffb3b5a831c083222edc8f9f4	35	5LuO6IGM5Lia5a2m5Yiw55qE6KKr5Yqo5oqA6IO944CC
dialogue_map11_0012	exact	*	*	62ccad0369ce78f276f59ed8bb0d9871bcdedefd9922bc716bdaeac804eb89f7	81	6JKC5bCU5b6377yM5L2g5qC55pys5LiN5piO55m95oiR5Lus6Z2i5a+555qE5aiB6IOB44CC5oiR5Lus5b6X5pKk6YCA77yM56uL5Yi777yB
collectible_meta_04_inGameName	exact	*	*	62f431a7aad112d8f45eb2bdf1a137a55cde96761ec34413c3c1007a878ab051	33	5pel6K6w6aG1IDPvvJrluLjlubTms6XlnJ/oiqzoirM=
dialogue_map10_0008	exact	*	*	65472ca7ba989d1d57014acebc114cd2fd311d7e27eac1f2dbb3d9222b166c0e	45	5omN5LiN44CC5oiR5aSn5qaC6IO95oqK5LuW5Lus5LiA6ISa6Lii6aOe44CC
term_Tilde	exact	*	*	66042131f7b533a3f86e55461a70fa04b6fd2aecd8fec78fdcba76bd18b18fdf	5	6JKC5bCU5b63
dialogue_map7_0008	exact	*	*	664de8f1b175224ade8f2031be871e8d8cdbecd7e74f4b879a1ea421eefd8e04	157	5b6I6ZW/5LiA5q615pe26Ze06YeM77yM5oiR55qE56y85a2Q5L+d5oqk5oiR5LiN5Y+X6YeO5YW95L615omw77yM5L2G6ZSB5YW355Sf6ZSI5Z2P5o6J5LqG44CC5oiR6KKr5Zuw5Zyo6YKj6YeM77yM55u05Yiw5L2g5Ye6546w44CC
collectible_meta_14_inGameName	exact	*	*	665cca69024834013fecad80fb9fb4e806bfe8ac9f525b0982db07c093ba5b1e	31	576K55qu57q45LiK55qE5Y+k5Luj5oqA5pyv56yU6K6w
dialogue_map10_0002	exact	*	*	66803b3644f22685f49055066558868f0a78676121e459f8811376f2b7fc8b78	86	6JKC5bCU5b6377yM5L2g6IO95LiN6IO96Kej6YeK5LiA5LiL77yM5oiR5Lus5Zyo6L+Z5Lqb56We5q6/6YeM6L+955qE4oCY6L+Z5Y+q54yr5aS06bmw4oCZ5Yiw5bqV5piv6LCB77yf
dialogue_map4_0008	exact	*	*	67e8dba8f2c83bf748c498590357f7a2749d14daf6830c1cb3607ec6179b4deb	79	5aaC5p6c6L+Z6YeM5ZKM56aB5Lmm5Yy65LiA5qC377yM5oiR5LiN6IO95b6F5Zyo6L+Z5YS/77yM5b6X6LW257Sn6LWw44CC
collectible_meta_12_inGameName	exact	*	*	696da36f675d5ef87be4c62a657828178ea5776a1c94a0f67f1f073cb83b01e0	35	5pel6K6w6aG1IDfvvJrpk63mlofnrJTorrA=
dialogue_map11_0044	exact	*	*	69f8178fb31125ebe42914c44691692c6fe052634d2e7f4356f13c1609483e46	4	5b+r6LWw77yB77yB
dialogue_map1_0006	exact	*	*	6aeca47cf9301ed768e802ca304d2d9c9f1c952867e5bd88aa7bf85c2b593465	43	5L2g5piv5LiN5piv5LiN5aSq5pOF6ZW/6L+Z5Liq77yf6a2U5rOV77yf
level_02_levelName	exact	*	*	6caecbb2fe740d58e174bfb0e4842d2e1e72a5ced5acf207e4bee0b86bd8c951	13	6L275p2+6K+754mp
dialogue_map3_0003	exact	*	*	6d9af2c96f69faccc592f2392b3cc6d058c1a6de7a350a497df8ce1b85d41240	41	56aB5Lmm5Yy65Yiw5aS05LqG5ZCX77yf
dialogue_map8_0019	exact	*	*	6dec4aae32ef613dd52c7820d9ed7cc8d2f466cf6fc84a9d6b21cdd98caad5e0	112	5LyK5YWL5pav77yB5bCx5piv6YKj5Y+q5Z2P54yr5aS06bmw5a6z5oiR5Zuw5Zyo6L+Z6YeM55qE44CC5om+5Yiw5LuW5Lus77yM5LuW5Lus5bCx6IO95b275bqV5bim5oiR5Lus5Ye65Y6777yB
dialogue_map9_0002	exact	*	*	6e9f7fe4b8f7fffdb4aabe848a72e679a68f6a19c85618979fae2f24beb2c04a	90	5LyK5YWL5pav5Y675ZOq5YS/5LqG77yf6Z+m5YW577yM5L2g5Zyo6L+Z6YeM5b6F5LqG5b6I5LmF77yM5a+55ZCn77yf55+l6YGT5LuW5Lus5Y+v6IO96Lqy5ZOq5YS/5ZCX77yf
collectible_meta_13_inGameName	exact	*	*	6eed2d977b45c8cce0199547e7a1c2f9f59265b2903cbe6a32251e7b72393864	36	5pel6K6w6aG1IDjvvJrlrpjlg5rkvZnms6I=
dialogue_map3_0005	exact	*	*	6f90a82c66b8eb17671724d3806a6103068162f547e882f2c93f5d1d7fc8e98b	73	5oiR5rKh55yL5Yiw5pu05aSa56ym5Y2w5LqG44CC56We5Zmo5bCx5Zyo6L+Z6YeM77yM5a+55ZCn77yf
dialogue_map2_0014	exact	*	*	70750482478dde617f5c933049115c07a5a8782dced72b1009473a11a54f8b64	43	5Y+q5piv5LiA5pys6K6w552A5Lqb6aG955qu5bCP56eY5a+G55qE5Lmm44CC
dialogue_map6_0008	exact	*	*	70fd7b9b04fce01ed646336dca81cd723837a72054b82d85059293c23c2eb9b2	159	5ZGD5ZWK77yB6L+Z6YeM57Of6YCP5LqG44CC5oiR5bGF54S25Li65LqG5LuA5LmI6YO95rKh5b6X5Yiw77yM6Zev6L+b6L+Z5bqn6KCi5Zu+5Lmm6aaG77yM546w5Zyo6L+Y6KaB5Zuw5q275Zyo6L+Z5pys5a2k6Zu26Zu255qE5Lmm6YeM77yM6KKr5L2g6aqC77yB
dialogue_map3_0017	exact	*	*	713cd472410b7964f5fe747938a1f0d730310a39177b4f711d556cb3d7135bd9	68	5Y+q6KaB5L2g5pyJ5Yqe5rOV77yM5oiR5bCx5oOz5Lqy6Ieq6K+V6K+V77yB
dialogue_map11_0022	exact	*	*	716b2147f9791901c2f49bc4cb2e1824c1ffd016d84c1cfa3e30323c26b94975	7	5Zi/5Zi/4oCm4oCm
term_Lux	exact	*	*	726b98a2ea0c3f1e679dd06cb28d6d26d9521c5c413b7611bf05af93ac0669d5	3	THV477yI5rC05pm277yJ
dialogue_map5_0003	exact	*	*	73c9024f909237505b7335d90f09d09f5bba4596f01120587b8d88ecbe75b0b1	294	5Zev4oCm4oCm55yL6KeB6YKj6L655LqG5ZCX77yM6JKC5bCU5b6377yf6YKj6aKX5Y+R5YWJ55qE5rC05pm25pivIEx1eCDmsLTmmbbjgILkvaDlj6/ku6XnlKjlroPkvZzkuLrprZTms5Xlr7zkvZPjgILpm4bkuK3nsr7npZ7vvIzlsLHog73nhafkuq7lkajlm7TkuKTmraXljYrnmoTojIPlm7TjgILkuI3ov4fopoHlsI/lv4PvvIznrYnkvaDotbDliLDlhYnnmoTovrnnvJjml7bvvIzlroPlsLHkvJrlpLHmlYjjgII=
level_11_levelName	exact	*	*	757d982e3bebb6a62a5d94cb407e0a69404aefe8945b18eb05cfa90e2114c906	14	5L2c5a6255qE55O26aKI
level_07_flavorText	exact	*	*	7602b1a28c371d4feb6c766a6f3052e820914ad75b4a397e40caa75af30ed8b7	46	4oCm4oCm5q+U54m55p2D55qE6YCJ5oup5pu05pyJ5Lu35YC844CC
dialogue_map4_0005	exact	*	*	764eea6227a48a5a0eb8ef384919f1d982d21bd4b5f27f8989db6525ba33a082	15	5ZGV5ZGV5ZGV5ZGV4oCm4oCm
level_12_flavorText	exact	*	*	7851d30e5ce3843ee0996f4ba9e8db3c48a44b193c4213da443dbe982be5d78b	32	5YeG5aSH5aW96KKr5p2c5aiB4oCY5q274oCZ5YyW5ZCn44CC
dialogue_map4_0011	exact	*	*	79b00cd256156e7d22af8b3ca740495d5917f18cd7ea8aac05845cda8404d508	25	56y85a2Q6YeM5piv5LuA5LmI77yf
dialogue_map10_0003	exact	*	*	7b36c15b52d2aa70f650a30570c00c3f9fba78f5ae7d02db9b8624a2e81a44b5	90	5LuW5Lus5Y+r5LyK5YWL5pav77yM5piv5Liq6aqX5oiR5Lyg6YCB6L+b6L+Z5pys5Lmm55qE5bCP5Z2P6JuL77yB
dialogue_map2_0010	exact	*	*	7bb488847b951689533b4eceafaa41b26451ee9335915c0ac5750b0a3fef89e6	56	5rKh5pyJ77yM5oiR5q2j5Yqq5Yqb5oiS5o6J5ZGi44CC5LiN6L+H77yM5oiR5Y+v5Lul5biu5L2g5LiA5Liq5bCP5b+Z44CC
il_ca9852c8fff6e1f3	exact	*	*	7e2a00e312ffbec38b9248a245d88fa443093f7c735c67b91c2f45dffc6810c8	45	562J57qn5oC75L2T5LiK5L2T546w5Y2V5L2N55qE5Yqb6YeP44CC
level_01_levelName	exact	*	*	8022c5280112c8427e9d6f8a8b2b7408973473823957cce26e839cf81538f3a7	15	5aSxPGk+5ZKSPC9pPueXhw==
dialogue_map6_0010	exact	*	*	807b4931287900385b05f675e0b229b47e67ad247b2cd0c5338dcaca45462a01	75	5Yir5ou/6L+Z5Lqb6IOh6Ze55rWq6LS55pe26Ze077yM6LW257Sn6LWw5Yiw5oi/6Ze05bC95aS044CC
dialogue_map6_0004	exact	*	*	808e9788127c30263331ffeac23d024e7244d918f45fb889836099abc0f4281f	120	5oiR5Y+I5LiN55+l6YGT5Lya5Y+R55Sf6L+Z5Lqb77yB5bCx566X55+l6YGT6L+Z5pys5Lmm6YeM5piv5LiA54mH5qOu5p6X77yM5oiR5Lmf6L+Y5piv5Lya6Zev6L+b5p2l44CC
level_07_levelName	exact	*	*	80c2f4e987438cd1be913fc5f9b1f4f7e9a9498b6762a86c64b5be6d322223ee	8	5pWw5a2X56CW5aKZ
level_06_flavorText	exact	*	*	81302f79aa5ad2db9eb6b124bed3fda9a2622ec52a5d9e6d1d2c64e27876ef8a	26	6YCJ5oup55qE54m55p2D4oCm4oCm
dialogue_map1_0014	exact	*	*	8136d421d184d35aa89ca5575e4680caa511cf9ccd94342cc79b816f62f61511	63	5Yir5ouF5b+D44CC55yf5pyJ5LuA5LmI5Lic6KW/5aiB6IOB5oiR77yM5oiR5bim5LqG5pSv56yU44CC
collectible_meta_02_inGameName	exact	*	*	81893095ffb809fe4af2d0355f2ed509469b31426c88d269ac6b86d88036afae	23	5pel6K6w6aG1IDHvvJrphbjpnaLlm6I=
dialogue_map8_0012	exact	*	*	82a4ce5ca64d32ea96503db7db16483d074427c5fe8cfc99f24bfa90db6d301d	68	5LuW5Lus6L+b6YGX6L+55LqG77yB5Zue5p2l5ZGK6K+J5oiR5Yiw5bqV5oCO5LmI5Zue5LqL77yB
collectible_meta_01_inGameOrigin	exact	*	*	83f08b2eba258ce510b2246e46ae1a9e8b0e763450327af4e58f2b4738454633	8	5p2l6IeqIDAtMg==
dialogue_map4_0007	exact	*	*	84b61b9d9ac500b65d2c9c60254b9bfa8b96f6ae0a20cd5430f2db0c9a896b9c	20	6YKj5pys5Lmm5ZGi77yf
il_ca8d2953ca62d5b0	exact	*	*	869c4a0a5b08ce15e329e8fef8b412c29c19ccf407e18d434bf9769a71992e30	35	QVRLIOeUqOS6jumAoOaIkOeJqeeQhuS8pOWus+OAgg==
il_58beb5f92007f2b1	exact	*	*	8a50f0307ce3bd6513dffa6ccda0815987375dc1a9e84f5c74e15ccf5b8b7130	43	5Y2V5L2NIEhQIOmZjeiHsyAwIOaXtuWwseS8muiiq+WHu+i0peOAgg==
collectible_meta_00_inGameName	exact	*	*	8a5dbba8288b8325c30ddd0a0e3d255731ceddc1c1bbfc3c6f5d770af5ed6696	9	5YCf6ZiF5Y2h
dialogue_map2_0019	exact	*	*	8a6aba8b172b89a570921c5d787ebf53cd9b74da7739f34c0feb80914d26412f	58	5oiR6L+Y5piv5b6X5bCP5b+D6YKj5Lqb5r2c5LyP5Zyo5ZGo5Zu055qE5Lic6KW/44CC
dialogue_map5_0006	exact	*	*	8af9b79797ff0a87bf091246468aeeebb9e7c94bedd4178a6b71b55ffb0f4590	46	5LuA5LmI77yf5L2g6KaB5oCO5LmI55So5oiR55qE5omL5YGa5Yiw77yf
il_74a1649c717b7cf7	exact	*	*	8b5d19f738c01b1d78de25e8100531e27890cbcff0906bead89c160d6aa01efe	36	UkVTIOeUqOS6jumZjeS9jumtlOazleS8pOWus+OAgg==
dialogue_map5_0012	exact	*	*	8b9ff239035fc8c522eb44ca41000d73ac2ad58dee2fa2e33f4ee10e65767f37	63	5ZOH77yB5oiR5Lul5YmN5LuO5p2l5YGa5LiN5Yiw77yB5aSq5Y6J5a6z5LqG77yB
dialogue_map2_0002	exact	*	*	8d29cd9cd1ed5e70b65f7b8cc5269e6063b19239be454d86f8c9a51b00dda9f5	35	5ZGD4oCm4oCm5ZOI5ZOI77yM5a+577yB5aSq6YW35LqG77yB
dialogue_map2_0015	exact	*	*	8dcf91cad2b2151de0c18a8dc18bf1fae69d602af71d37f93bcc19319a802d94	76	6a2U5rOV5bCx5piv5YWF5ruh5oOK5Zac77yM5L2g5oeC55qE44CC5oiR5Y+v5LiN5oOz5YaN57uZ5L2g5o+Q56S65LqG44CC
dialogue_map5_0016	exact	*	*	8e6796237baa5176649828047ee9619b1994871786bf401241d1b50f68e32636	17	5ZWK5ZWK5ZWK77yM5oiR55qE55y8552b77yB
dialogue_map5_0014	exact	*	*	8f041973a57194a2074e60675fb509d60f3ca455b3d6fb1e31c5341b501c54c1	42	5oSf6KeJ5YWo6Lqr5YOP6ZKI5omO5LiA5qC344CC
dialogue_map11_0007	exact	*	*	907c5eb693ce059d4b451245ec4d3f0053abbe5164094043c6a449bcfcf4ab01	66	5ZWK5ZOI77yB6JKC5bCU5b6377yB5oiR55qE5bCP5aWz5ber77yM6L+Z5pys5Lmm5b6F5L2g5oCO5LmI5qC377yf
dialogue_map0_0018	exact	*	*	90a074f1dd61e9759c7f4b7d18c428a38a08e5b3dac294abb135034e8b8afa60	92	6KeC5a+f5b6X5LiN6ZSZ44CC6L+Z6Ze05bGL5a2Q6YeM5L2g5Y+q6ZyA6KaB55+l6YGT6L+Z5Lqb44CC5LiL5LiA6Ze06KeB77yB
dialogue_map8_0004	exact	*	*	91aac1f332fb6427b2a27eb097d2c947fb1a39645b3dfec5a65c85c5feff16d6	82	6ZmE6L+R5rKh5pyJ5aSa5bCR5pWM5a+555Sf54mp44CC5oiR6KeJ5b6X5Zyo6L+Z6YeM5o6i57Si5bqU6K+l5rKh5LuA5LmI5Y2x6Zmp44CC
il_61e73aaf5ace1c71	exact	*	*	928783a7fb962f574d3f374e1094add72b61bca1212f64f69b30269c3c62e4bf	51	5LiO6KOF5aSH6aWw5ZOB57uR5a6a55qE6KKr5Yqo5oqA6IO944CC
dialogue_map9_0010	exact	*	*	929da1c0644f308840502ac2f5685ceba090a852141384f3679c860e2678c0c3	252	5ZWK4oCm4oCm6Zq+5oCq5L2g6L+Z5LmI6YCC5ZCI5L6m5a+f6L+Z5Lqb6YGX6L+544CC6YKj5ZCs6LW35p2l5b6I55aP5b+94oCm4oCm5LuW5Lus5bCx5LiN5ouF5b+D5L2g5Zyo5qCR5p6X6YeM6YGH5Yiw5LuA5LmI5ZCX77yf5bCk5YW25piv5L2g6L+Y5LiN55+l6YGT5oCO5LmI5L2/55So6a2U5rOV4oCm4oCm6Iez5bCR5pyJ55uR5oqk5Lq66Zmq552A5L2g5ZCX77yf
dialogue_map10_0009	exact	*	*	944090e18474d65e6b4431d6ffec13ef4dbbf9ee9d136e84865f896bf8c02bd0	114	5oiR5piO55m95LqG4oCm4oCm5L2G6L+Z5LiN5piv5L2g57KX5b+D5aSn5oSP55qE55CG55Sx44CC5bCP5b+D54K577yM5o+Q6Ziy5LuW5Lus6L+Y5pyJ5Yir55qE6Iqx5oub44CC
dialogue_map3_0022	exact	*	*	9861c47ae2790688273672b03cbb884020753f220823cdca6e249aa1d6ad1525	56	5aW977yM5L2G5L2g5pyA5aW96K+06K+d566X6K+d77yM5Lmm77yB
dialogue_map3_0019	exact	*	*	987e742561c2649605bf3c56aa007dcc89f95a2e916208bc53d1c9ebff1a7a82	58	5oiR5oul5pyJ5beo5aSn55qE5Yqb6YeP77yM6ICM5L2g77yM5a2p5a2Q77yM5oul5pyJ5peg56m355qE5r2c5Yqb44CC
term_Key	exact	*	*	99a52df3ff3d499488e2fa28150c4106a2cb5e928891a830a9aa3922b2d32160	3	6ZKl5YyZ
level_04_levelName	exact	*	*	99e7102057d88bf3f90b528635babff31c18e56da2e5d033fe6de5bd1f0b5a4e	23	5L2g6L+Y5Lya54ix5oiR5ZCX
collectible_meta_12_shortName	exact	*	*	9a2a13147653ec201404ffb43489c01766b75527b8d9821eea8b306378678bb7	12	5pel6K6w6aG1IDc=
level_06_levelName	exact	*	*	9cac763a21d4621275d2c20aeb2ac642d5f31679458effea4c379fa6071e4729	12	5paH5a2X5LmL5aKZ
dialogue_map11_0021	exact	*	*	9cc31f92305837feeef2e662ad5d0b3c2e39603205984b31f9e0ad3210c742ae	13	5ZaC77yB6LW35p2l77yB77yB
dialogue_map0_0008	exact	*	*	9cef5641ca460407e5ff070807ec3aa0e6372c325564898fe01ce74949598d10	10	5Zyo6L+Z6L6577yB
dialogue_map11_0005	exact	*	*	9fc60ec9620ded8416875d2fadabb8fcb2b9232015fc9846a3877f320c0c8ced	13	5Zi/5Zi/5Zi/5Zi/4oCm4oCm
character_???	exact	*	*	a03b221c6c6eae7122ca51695d456d5222e524889136394944b2f9763b483615	3	77yf77yf77yf
dialogue_map4_0014	exact	*	*	a0c7e487639aa823928f22cbbdd0a3f44edbd8516f6813a7033e4c783469165f	46	5ZGD4oCm4oCm5L2g5aW977yM5oiR5piv6JKC5bCU5b6344CC5L2g55+l6YGT5oiR5Lus5Zyo5ZOq5YS/5ZCX77yf
il_f3aa1d6015c77472	exact	*	*	a4791bbee6872775708f00994a2d3fc5c5c0520ce03c207b61e75c73e84981eb	57	TVZUIOaYr+WNleS9jeWcqOWbnuWQiOS4reWPr+S7peenu+WKqOeahOagvOaVsOOAgg==
dialogue_map3_0020	exact	*	*	a4ee982d40e176b6a76b5bef74c1fd204bccb1de5944546dbe88b4501c75a618	52	6Kej5byA6ZSB6ZO+77yM5oiR5bCx6IO957uZ5L2g5omA6ZyA5LmL54mp44CC
collectible_meta_10_inGameName	exact	*	*	a5528145f24386ec102e0c50098800bc5b9e25dd37cb5ea4e352e090a786a287	27	5pel6K6w6aG1IDbvvJrov5vkuIDmraXorrDlvZU=
dialogue_map1_0007	exact	*	*	a5c3d9f3adeaff75f02c6232ca3ec54beee388aaa21b56cb10f1a01f6b79c667	95	5oiR5bCx5piv5Li66L+Z5Liq5p2l55qE44CC5oiR5Zyo5om+6IO95biu5oiR57uD5Lmg5aWl5pyv55qE5Lic6KW/44CC
dialogue_map10_0007	exact	*	*	a6d5619ca57a7ebe368878b9b2db7a8b4bb6e963f655800053a095b969439bff	27	5LuW5Lus5Y2x6Zmp5ZCX77yf
collectible_meta_16_inGameOrigin	exact	*	*	a737a648c6d0ff865ae9dc1b708d0fc0b82df2ecb62631868ea56962bc6ebdab	8	5p2l6IeqIDEtNw==
il_31b97c1a1813ef0f	exact	*	*	a9d43249d2bd7fb53831e93c604db340d73bf657cf3fe9a5004e1c10e828d0e8	62	Q1JJVCDooajnpLrljZXkvY3lj5HliqjmmrTlh7vnmoTmpoLnjofjgII=
level_12_levelName	exact	*	*	a9f01ea26ceb65d96c4a7fde03c73f9ec11e3a2779eff2ff82834d713de5eeda	22	5p2c5aiB5q275Lqh5YiG57G75rOV
dialogue_map9_0006	exact	*	*	a9f3ce9d9cb39204d6a59e1dc03695c4362ef5f791fb0be1bb31cae11b3dcd4c	145	5L2g5aaI5aaI5oC75piv5Ye65Y675om+6aOf54mp77yM5pyJ5LiA5aSp5L2g5LiN5bCP5b+D6LWw5Lii5LqG77yM5YaN5Lmf5rKh6KeB6L+H5aW544CC5LuK5aSp5bCx5piv5oiR5Lus5om+5Yiw5aW555qE5pel5a2Q77yB
dialogue_map1_0011	exact	*	*	ab41f8860d09d87c189cdf285f2d5f236ebdf8026e364faedd02ee4121a871cf	152	5LiN6L+H6YKj6YO95piv5LuW5Lus55qE5Yqe5rOV44CC6L+Z5qyh5oiR6KaB6Ieq5bex6Kej5Yaz44CC5oiR5Lmf5LiN55+l6YGT5LiA5a6a6IO95LiN6IO95oiQ5Yqf77yM5L2G5oC75q+U5LuA5LmI6YO95LiN5YGa5by644CC
dialogue_map8_0017	exact	*	*	ab5df625bc76dbd4e163bed2dd888df828f90159bb93556525c31821b6541d46	3	4oCm4oCm
dialogue_map3_0014	exact	*	*	abb7c7bb6a884a25d973fa6a9335a435ccb24c8c513ba895f57960c5dc92a38e	16	5q2j5piv44CC
level_00_levelName	exact	*	*	ac1eb7f9a60de4f21ebbb5711e6f5152db08e742673d286cacb83a7ac96be935	21	56aB5Lmm5Yy6
dialogue_map11_0010	exact	*	*	ac32743f5560b33b04fc3c0c02f7555d0faa6758cfc03072677bc314873845cd	66	PGk+6YKj5pivPC9pPuS8iuWFi+aWr++8n++8geiSguWwlOW+t+KApuKApuS9oOS4gOi3r+i/veeahOWwseaYr+i/meS4quS4nOilv++8nw==
collectible_meta_06_inGameName	exact	*	*	ace7fd811ea7d239c803d3827f41a0a6ea3788a6376e5b04022ea930c4480fac	28	5pel6K6w6aG1IDXvvJroi5Tol5PkuI7moJHmnKg=
dialogue_map4_0027	exact	*	*	ad5c1042f3a5805238564a4aa07b925c8e0f659ac268e065995937573352639d	17	5aW95ZCn77yM6KGM44CC57uZ5L2g44CC
dialogue_map0_0017	exact	*	*	ad80a8aff5b0f6ac22a0eaded53629a79899da5b6fa68b74063dc4894a7cad44	95	6YKj5Zu+5Lmm6aaG5YW25LuW5Zyw5pa55Lmf6K+l5LiA5qC377yM5q2j6Zeo6YKj6L655Lmf5pyJ6L+Z5Lqb5Lic6KW/44CC
dialogue_map7_0006	exact	*	*	aeef2537b30dc9dc7bf628b49781b707231a76463e1eace848aa8d007056869b	19	6JKC5bCU5b6377yM5oiR5rKh5pyJ6IW/44CC
il_3c38754b35b9a998	exact	*	*	af3bee26e96a408e4687a66322e2032a7f7762a3a3f5e482498905c80e93bfc4	18	CueugOaYk+aooeW8j+W3suWFs+mXreOAgg==
collectible_meta_11_inGameName	exact	*	*	afbdf9291a5acb8c93e7956424aa25e16d346ccdcac37f025aa5b812701a609c	23	5q275Y675a2m55Sf55qE6IOM5YyF
dialogue_map1_0012	exact	*	*	b06da238095a484ba11b88ccc853c323932a0396b94d363b881346eb6bf73da4	157	5pyJ5oSP5oCd44CC5L2g6KaB6Zeu5oiR55qE6K+d77yM5L2g56a756yo6L+c552A5ZGi44CC5LqL5a6e5LiK77yM5p2l6L+Z6YeM5pCc5a+75bm26I635b6X5by65aSn6a2U5Yqb55qE6IGq5piO5Lq65Y+v5aSa5LqG44CC
term_aether / ether	exact	*	*	b539d75c9914e6ed5a37d86bed327914eaa482b4980d5bbc981bd6c4112c47db	14	5Lul5aSq77yIYWV0aGVyL2V0aGVy77yJ
collectible_meta_16_inGameName	exact	*	*	b64d04d1c007fba6da674561327a15b252ace5c77838a1acf765dec91b32c2fa	34	5pel6K6w6aG1IDnvvJrku5bkuLrku4DkuYjlsLHkuI3og73lkKzvvIE=
dialogue_map2_0016	exact	*	*	b6bba6dd7fa06e552ffc4759b53fcd63c54810b4ad40a69f1c19d5259dc9c8ef	45	5aW95ZCn77yM6YKj5LiL5LiA6Ze06KeB44CC
level_03_levelName	exact	*	*	b746b1d18db384b2d7edc4652cdb04a97685a3306081cd06381a97c33a1cf351	18	6ZiF6K+76ISa5rOo
dialogue_map8_0008	exact	*	*	b76e148c2984ce392cb7845a0311bd7dc5dd39eef95a59a2b565b8fc7c4f1885	5	5ZWK77yB
dialogue_map0_0005	exact	*	*	b7e4c8eb66649d09f89abbf7b157b91cc6c10127b310d43a71bb13712e5fd878	17	5Zev4oCm4oCm5o6l5LiL5p2l5Y675ZOq5YS/77yf
dialogue_map0_0006	exact	*	*	b8ce6bbb586d7300e04511cc106e12257823ffd1e205d5bf9b56dc209e8d520d	29	5omT5omw5LiA5LiL77yM56m/57Sr6Imy6KGj5pyN55qE6YKj5L2N77yB
level_08_flavorText	exact	*	*	b9f92881c7e34ecb9b635937dda063a1193ceaf9613deba41989b32829329fb8	63	5oiR5Lus5oqK5YWz5Y2h5Yqg6auY5LqG5LiA5YCN44CC55yL55yL5ZCn77yM5bCx5Zyo5Lmm6YeM44CC
term_ARCHMAGE	exact	*	*	beffa72373dd69dbb0b848eef7b391cb45e918c660fa2bb1d5b18812e84a15c2	8	QVJDSE1BR0U=
dialogue_map9_0009	exact	*	*	bfe1dc7de323b095509711275a36a8b2ba39dd29e49c82556b26bc86aeb9b4c4	105	5oiR54i45aaI57Of6YCP5LqG44CC5LuW5Lus5LiN5bi45Zyo5a6277yM5omA5Lul5oiR6YCa5bi45Lya5Zyo5LuW5Lus5a6F6YK45peB55qE5qOu5p6X6ZmE6L+R5o6i6Zmp44CC
